Time,Length,Device,Action,Source
0.0,-14,Fitbit,0.5,0
0.1959999999962747,32,Fitbit,0.5,0
0.2900000000372529,-8,Fitbit,0.5,0
0.8690000000060536,-14,Fitbit,0.5,0
2.0300000000279397,-14,Fitbit,0.5,0
2.900000000023283,-14,Fitbit,0.5,0
4.059999999997672,-14,Fitbit,0.5,0
4.64000000001397,-32,Fitbit,0.5,0
4.929999999993015,-14,Fitbit,0.5,0
5.510999999998603,-32,Fitbit,0.5,0
6.089000000036322,-14,Fitbit,0.5,0
6.129000000015367,32,Fitbit,0.5,0
6.384000000020023,-8,Fitbit,0.5,0
6.6700000000419095,-32,Fitbit,0.5,0
6.959000000031665,-14,Fitbit,0.5,0
7.5389999999897555,-32,Fitbit,0.5,0
8.119999999995343,-14,Fitbit,0.5,0
8.699000000022352,-32,Fitbit,0.5,0
8.989000000001397,-14,Fitbit,0.5,0
9.569000000017695,-32,Fitbit,0.5,0
9.85899999999674,-14,Fitbit,0.5,0
10.728999999992084,-32,Fitbit,0.5,0
10.87400000001071,-14,Fitbit,0.5,0
11.744000000006054,-32,Fitbit,0.5,0
11.88900000002468,-14,Fitbit,0.5,0
12.117000000027474,32,Fitbit,0.5,0
12.189000000013039,-8,Fitbit,0.5,0
12.614999999990687,-32,Fitbit,0.5,0
12.90400000003865,-14,Fitbit,0.5,0
13.775000000023283,-32,Fitbit,0.5,0
13.9210000000312,-14,Fitbit,0.5,0
14.790000000037253,-32,Fitbit,0.5,0
14.934999999997672,-14,Fitbit,0.5,0
15.661000000021886,-32,Fitbit,0.5,0
15.950000000011642,-14,Fitbit,0.5,0
16.819000000017695,-32,Fitbit,0.5,0
16.9660000000149,-14,Fitbit,0.5,0
17.834000000031665,-32,Fitbit,0.5,0
17.978999999992084,-14,Fitbit,0.5,0
18.12300000002142,32,Fitbit,0.5,0
18.4210000000312,-8,Fitbit,0.5,0
18.994999999995343,-32,Fitbit,0.5,0
18.99700000003213,-14,Fitbit,0.5,0
19.864999999990687,-32,Fitbit,0.5,0
20.010000000009313,-14,Fitbit,0.5,0
20.737000000022817,-32,Fitbit,0.5,0
21.025000000023283,-14,Fitbit,0.5,0
21.896000000007916,-32,Fitbit,0.5,0
22.040000000037253,-14,Fitbit,0.5,0
22.911000000021886,-32,Fitbit,0.5,0
23.056000000040513,-14,Fitbit,0.5,0
23.926000000035856,-32,Fitbit,0.5,0
24.069000000017695,-14,Fitbit,0.5,0
24.119000000006054,32,Fitbit,0.5,0
24.260000000009313,-8,Fitbit,0.5,0
24.7960000000312,-32,Fitbit,0.5,0
25.084000000031665,-14,Fitbit,0.5,0
25.95400000002701,-32,Fitbit,0.5,0
26.101000000024214,-14,Fitbit,0.5,0
26.969000000040978,-32,Fitbit,0.5,0
27.114999999990687,-14,Fitbit,0.5,0
27.98499999998603,-32,Fitbit,0.5,0
28.129000000015367,-14,Fitbit,0.5,0
28.595000000030268,20,Fitbit,0.5,0
29.00099999998929,-32,Fitbit,0.5,0
29.024000000033993,-8,Fitbit,0.5,0
29.290000000037253,-30,Fitbit,0.5,0
29.290000000037253,-14,Fitbit,0.5,0
29.293000000005122,10,Fitbit,0.5,0
29.293999999994412,130,Fitbit,0.5,0
29.43700000003446,-8,Fitbit,0.5,0
29.43700000003446,-8,Fitbit,0.5,0
29.869000000006054,-32,Fitbit,0.5,0
0.0,-14,Fitbit,0.5,1
0.8699999999953434,-14,Fitbit,0.5,1
2.029999999969732,-14,Fitbit,0.5,1
2.60999999998603,-32,Fitbit,0.5,1
2.9020000000018626,-14,Fitbit,0.5,1
3.771999999997206,-32,Fitbit,0.5,1
3.9149999999790452,-14,Fitbit,0.5,1
4.35899999999674,32,Fitbit,0.5,1
4.639999999955762,-32,Fitbit,0.5,1
4.647999999986496,-8,Fitbit,0.5,1
4.930999999982305,-14,Fitbit,0.5,1
5.7999999999883585,-32,Fitbit,0.5,1
5.9439999999594875,-14,Fitbit,0.5,1
6.815000000002328,-32,Fitbit,0.5,1
6.959999999962747,-14,Fitbit,0.5,1
7.8299999999580905,-32,Fitbit,0.5,1
7.974999999976717,-14,Fitbit,0.5,1
8.84499999997206,-32,Fitbit,0.5,1
8.990999999979977,-14,Fitbit,0.5,1
9.86099999997532,-32,Fitbit,0.5,1
10.00399999995716,-14,Fitbit,0.5,1
10.365999999979977,32,Fitbit,0.5,1
10.875,-32,Fitbit,0.5,1
11.019999999960419,-14,Fitbit,0.5,1
11.027000000001863,-8,Fitbit,0.5,1
11.889999999955762,-32,Fitbit,0.5,1
12.034999999974389,-14,Fitbit,0.5,1
12.904999999969732,-32,Fitbit,0.5,1
13.049999999988358,-14,Fitbit,0.5,1
13.920999999972992,-32,Fitbit,0.5,1
14.065000000002328,-14,Fitbit,0.5,1
14.934999999997672,-32,Fitbit,0.5,1
15.081000000005588,-14,Fitbit,0.5,1
15.951999999990221,-32,Fitbit,0.5,1
16.09499999997206,-14,Fitbit,0.5,1
16.364000000001397,32,Fitbit,0.5,1
16.39199999999255,-8,Fitbit,0.5,1
16.820999999996275,-32,Fitbit,0.5,1
17.10999999998603,-14,Fitbit,0.5,1
17.978999999992084,-32,Fitbit,0.5,1
18.12400000001071,-14,Fitbit,0.5,1
18.994999999995343,-32,Fitbit,0.5,1
19.14199999999255,-14,Fitbit,0.5,1
20.011999999987893,-32,Fitbit,0.5,1
20.154999999969732,-14,Fitbit,0.5,1
21.027999999991152,-32,Fitbit,0.5,1
21.169999999983702,-14,Fitbit,0.5,1
22.040999999968335,-32,Fitbit,0.5,1
22.18499999999767,-14,Fitbit,0.5,1
22.364000000001397,32,Fitbit,0.5,1
22.491999999969266,-8,Fitbit,0.5,1
22.91099999996368,-32,Fitbit,0.5,1
23.199999999953434,-14,Fitbit,0.5,1
24.070000000006985,-32,Fitbit,0.5,1
24.214999999967404,-14,Fitbit,0.5,1
25.084999999962747,-32,Fitbit,0.5,1
25.229999999981374,-14,Fitbit,0.5,1
26.099999999976717,-32,Fitbit,0.5,1
26.245999999984633,-14,Fitbit,0.5,1
27.114999999990687,-32,Fitbit,0.5,1
27.260999999998603,-14,Fitbit,0.5,1
28.130000000004657,-32,Fitbit,0.5,1
28.130999999993946,-14,Fitbit,0.5,1
28.53200000000652,32,Fitbit,0.5,1
29.0,-32,Fitbit,0.5,1
29.14499999996042,-14,Fitbit,0.5,1
29.152000000001863,-8,Fitbit,0.5,1
0.0,-14,Fitbit,0.5,10
0.7239999999874271,-14,Fitbit,0.5,10
1.8840000000200234,-14,Fitbit,0.5,10
2.7559999999939464,-14,Fitbit,0.5,10
3.9130000000004657,-14,Fitbit,0.5,10
4.494000000006054,-32,Fitbit,0.5,10
4.607000000018161,32,Fitbit,0.5,10
4.701999999990221,-8,Fitbit,0.5,10
4.786000000021886,-14,Fitbit,0.5,10
5.653999999980442,-32,Fitbit,0.5,10
5.798999999999069,-14,Fitbit,0.5,10
6.524000000033993,-32,Fitbit,0.5,10
6.8140000000130385,-14,Fitbit,0.5,10
7.684000000008382,-32,Fitbit,0.5,10
7.828000000037719,-14,Fitbit,0.5,10
8.699000000022352,-32,Fitbit,0.5,10
8.84399999998277,-14,Fitbit,0.5,10
9.714000000036322,-32,Fitbit,0.5,10
9.85800000000745,-14,Fitbit,0.5,10
10.571999999985565,32,Fitbit,0.5,10
10.728999999992084,-32,Fitbit,0.5,10
10.831000000005588,-8,Fitbit,0.5,10
10.87400000001071,-14,Fitbit,0.5,10
11.744999999995343,-32,Fitbit,0.5,10
11.89000000001397,-14,Fitbit,0.5,10
12.759000000020023,-32,Fitbit,0.5,10
12.90600000001723,-14,Fitbit,0.5,10
14.064000000013039,-14,Fitbit,0.5,10
14.934000000008382,-14,Fitbit,0.5,10
16.09299999999348,-14,Fitbit,0.5,10
16.646999999997206,32,Fitbit,0.5,10
16.721000000019558,-8,Fitbit,0.5,10
16.96400000003632,-14,Fitbit,0.5,10
17.834000000031665,-32,Fitbit,0.5,10
